id,price
0,2932.6
1,5378.18
2,9767.22
3,4052.6
4,1693.47
5,6289.67
6,4877.98
7,4223.67
8,5139.48
9,16204.67
10,4338.11
11,888.57
12,3151.39
13,1689.18
14,2365.84
15,1125.78
16,1448.57
17,4017.46
18,4211.88
19,873.7
20,2313.26
21,5203.99
22,4085.16
23,607.87
24,16704.77
25,1071.26
26,623.07
27,986.32
28,1640.79
29,897.79
30,10386.48
31,577.78
32,4058.73
33,741.15
34,621.82
35,2381.24
36,6456.66
37,2692.08
38,2919.97
39,666.92
40,508.28
41,8879.91
42,879.17
43,1879.99
44,10513.54
45,2532.72
46,913.38
47,900.33
48,1208.5
49,2864.8
50,595.24
51,4613.92
52,2867.04
53,6943.38
54,5615.76
55,2219.43
56,8486.29
57,2511.05
58,4427.92
59,2900.27
60,1268.58
61,502.51
62,6926.54
63,1111.96
64,8757.95
65,17451.36
66,862.27
67,12091.17
68,5465.44
69,9141.82
70,472.11
71,632.93
72,905.29
73,1267.82
74,5300.32
75,1831.61
76,8570.57
77,14401.9
78,2780.94
79,6671.56
80,10565.21
81,2142.64
82,14480.97
83,6372.7
84,860.27
85,8241.07
86,1015.73
87,12123.38
88,7693.42
89,15035.62
90,4979.09
91,1324.74
92,1001.57
93,863.3530952380953
94,16825.37
95,504.74
96,14521.32
97,15424.82
98,12929.35
99,767.3
100,2520.06
101,747.4083333333334
102,643.81
103,461.31
104,1030.27
105,1623.4
106,1307.73
107,803.11
108,1046.03
109,666.23
110,641.76
111,999.51
112,1880.82
113,1664.3
114,1593.39
115,5139.4
116,5354.11
117,15386.87
118,480.47
119,16879.97
120,1299.88
121,1687.19
122,1131.95
123,498.29
124,730.13
125,1343.48
126,1116.38
127,13255.37
128,5293.01
129,5187.03
130,6389.22
131,3549.45
132,6777.94
133,1013.64
134,4216.17
135,1041.51
136,590.16
137,7211.66
138,551.62
139,4450.11
140,887.27
141,1007.46
142,3684.15
143,3463.96
144,746.72
145,6431.39
146,16990.67
147,5454.93
148,2610.26
149,1829.8
150,2611.37
151,1678.47
152,12405.96
153,2778.88
154,649.99
155,14475.14
156,3760.55
157,2940.34
158,3890.69
159,844.8
160,7553.65
161,9569.9
162,687.94
163,711.3
164,5355.21
165,11288.74
166,3455.64
167,4479.29
168,3416.5
169,11360.69
170,689.02
171,1686.71
172,4533.05
173,1991.53
174,6407.63
175,1770.37
176,4440.15
177,3533.25
178,2623.88
179,3479.4
180,3544.8
181,1936.57
182,942.51
183,1642.44
184,682.78
185,4096.88
186,835.64
187,904.58
188,511.37
189,1804.13
190,2264.75
191,692.94
192,904.53
193,6607.68
194,3747.65
195,2640.9
196,630.95
197,13319.96
198,591.67
199,8784.5
200,10900.39
201,6398.22
202,667.22
203,728.89
204,6516.32
205,3518.13
206,639.33
207,3192.97
208,1047.81
209,8607.75
210,2682.93
211,7171.42
212,11331.35
213,398.59
214,1248.1
215,894.41
216,2584.13
217,2603.71
218,897.23
219,1278.27
220,2614.32
221,2173.46
222,8905.32
223,977.9
224,1224.22
225,4504.18
226,3312.89
227,1901.37
228,6426.0
229,1872.83
230,5021.14
231,1447.33
232,1408.97
233,1583.17
234,966.67
235,8373.0
236,1222.37
237,999.01
238,4217.38
239,8013.64
240,6105.09
241,969.58
242,15763.06
243,4419.35
244,462.33
245,1094.98
246,2531.32
247,7431.76
248,10787.6
249,5931.48
250,5347.42
251,1534.27
252,2806.82
253,5332.56
254,5139.5
255,1290.27
256,644.02
257,1961.78
258,866.12
259,14927.18
260,6231.67
261,4686.56
262,1763.61
263,3836.94
264,809.9
265,2295.8
266,7672.1
267,1740.74
268,1000.28
269,8882.87
270,7486.38
271,809.09
272,4241.83
273,5106.08
274,530.43
275,934.39
276,5880.88
277,538.67
278,6642.0
279,8071.48
280,1616.95
281,2658.1
282,3928.37
283,9215.3
284,9029.13
285,10660.94
286,5198.96
287,16902.0
288,1741.07
289,5876.37
290,429.94
291,8188.88
292,17541.73
293,922.83
294,7692.67
295,1798.48
296,2294.98
